request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_136,535.83,affordable_with_plan,full_payment,2024-06-03:560.40,2024-06-15,reduce_to:event_12498:27.20,"Reduce Household shopping to USD 27.20. Pay USD 560.40 on 2024-06-03. Forecast balance stays at or above USD 1118.83, protecting your USD 1100.00 minimum through 2024-09-01."
request_137,19820.12,affordable_with_plan,wait,2026-01-15:80100.00,,stop:event_12572|reduce_to:event_12574:2068.00,"Stop Streaming subscription. Reduce Monthly shopping spend to INR 2068.00. Pay INR 80100.00 on 2026-01-15. Forecast balance stays at or above INR 73869.33, protecting your INR 71800.00 minimum through 2026-02-03."
request_138,742.64,affordable_with_plan,partial_payment,2026-04-07:742.64|2026-04-15:514.30,2026-04-15,none,"Pay EUR 742.64 on 2026-04-07; EUR 514.30 on 2026-04-15. Forecast balance stays at or above EUR 2300.00, protecting your EUR 2300.00 minimum through 2026-07-06."
request_139,1305.70,not_affordable,not_recommended,none,2024-11-15,none,"Do not proceed by 2024-11-17: no accepted payment arrangement completes the full request while protecting your USD 1500.00 minimum for 90 days. Safe capacity today is USD 1305.70. Full-payment capacity is forecast on 2024-11-15, subject to your deadline and payment preferences."
request_140,1382.24,not_affordable,not_recommended,none,,none,Do not proceed by 2025-03-04: no accepted payment arrangement completes the full request while protecting your ZAR 21600.00 minimum for 90 days. Safe capacity today is ZAR 1382.24.
request_141,18975.55,not_affordable,not_recommended,none,,none,Do not proceed by 2026-02-12: no accepted payment arrangement completes the full request while protecting your INR 67300.00 minimum for 90 days. Safe capacity today is INR 18975.55.
request_142,1263.60,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,"Pay USD 1263.60 on 2024-12-05. Forecast balance stays at or above USD 3174.58, protecting your USD 1700.00 minimum through 2025-03-05."
request_143,2046.63,affordable_later,wait,2025-07-15:12584.00,2025-07-15,none,"Pay ZAR 12584.00 on 2025-07-15. Forecast balance stays at or above ZAR 13346.63, protecting your ZAR 11300.00 minimum through 2025-08-05."
request_144,214.05,affordable_later,wait,2026-07-15:233.34,2026-07-15,none,"Pay USD 233.34 on 2026-07-15. Forecast balance stays at or above USD 643.73, protecting your USD 600.00 minimum through 2026-10-02."
request_145,29143.31,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-04-15,none,"Pay INR 75365.33 on 2024-03-20; INR 75365.33 on 2024-04-20; INR 75365.33 on 2024-05-21. Forecast balance stays at or above INR 184543.31, protecting your INR 155400.00 minimum through 2024-06-04."
request_146,13160.87,not_affordable,not_recommended,none,,none,Do not proceed by 2025-10-17: no accepted payment arrangement completes the full request while protecting your INR 108600.00 minimum for 90 days. Safe capacity today is INR 13160.87.
request_147,0.00,not_affordable,not_recommended,none,,none,Do not proceed by 2026-06-07: no accepted payment arrangement completes the full request while protecting your EUR 900.00 minimum for 90 days. Safe capacity today is EUR 0.00. New recurring childcare is confirmed but its amount is missing; affordability cannot be certified.
request_148,7097.93,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-08-15,reduce_to:event_13594:576.40,"Reduce Games and recreation to ZAR 576.40. Pay ZAR 7710.56 on 2024-06-14; ZAR 7710.56 on 2024-07-15; ZAR 7710.56 on 2024-08-15. Forecast balance stays at or above ZAR 20011.53, protecting your ZAR 20000.00 minimum through 2024-09-05."
request_149,22570.97,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-12-15,none,"Pay ZAR 12706.03 on 2025-11-18; ZAR 12706.03 on 2025-12-16; ZAR 12706.03 on 2026-01-13. Forecast balance stays at or above ZAR 42577.96, protecting your ZAR 42100.00 minimum through 2026-02-02."
request_150,228.32,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-03-15,stop:event_13785|stop:event_13786|reduce_to:event_13787:16.00,"Stop Online backup subscription. Stop Family streaming plan. Reduce Online retail purchases to EUR 16.00. Pay EUR 171.98 on 2026-01-06; EUR 171.98 on 2026-02-05; EUR 171.98 on 2026-03-07. Forecast balance stays at or above EUR 708.70, protecting your EUR 700.00 minimum through 2026-04-06."
request_151,26999000.00,affordable_now,full_payment,2024-09-03:26999000.00,2024-09-03,none,"Pay IDR 26999000.00 on 2024-09-03. Forecast balance stays at or above IDR 32245873.12, protecting your IDR 31633600.00 minimum through 2024-12-02."
request_152,11118.64,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-04-15,stop:event_13957|stop:event_13958|reduce_to:event_14024:234.30,"Stop Music subscription. Stop Food delivery membership. Reduce Coffee shop to ZAR 234.30. Pay ZAR 4812.43 on 2025-02-12; ZAR 4812.43 on 2025-03-12; ZAR 4812.43 on 2025-04-09. Forecast balance stays at or above ZAR 12083.34, protecting your ZAR 11900.00 minimum through 2025-05-06."
request_153,0.00,not_affordable,not_recommended,none,,none,Do not proceed by 2026-09-24: no accepted payment arrangement completes the full request while protecting your USD 1400.00 minimum for 90 days. Safe capacity today is USD 0.00.
request_154,1625.80,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Pay EUR 563.61 on 2024-12-04; EUR 563.61 on 2025-01-04; EUR 563.61 on 2025-02-04. Forecast balance stays at or above EUR 2442.45, protecting your EUR 1300.00 minimum through 2025-03-04."
request_155,0.00,not_affordable,not_recommended,none,,none,Do not proceed by 2025-05-20: no accepted payment arrangement completes the full request while protecting your INR 56300.00 minimum for 90 days. Safe capacity today is INR 0.00. New recurring childcare is confirmed but its amount is missing; affordability cannot be certified.
request_156,6424.87,affordable_later,wait,2026-06-15:43076.00,2026-06-15,none,"Pay ZAR 43076.00 on 2026-06-15. Forecast balance stays at or above ZAR 33324.87, protecting your ZAR 26900.00 minimum through 2026-07-02."
request_157,4744316.81,affordable_later,wait,2024-05-15:23503000.00,2024-05-15,none,"Pay IDR 23503000.00 on 2024-05-15. Forecast balance stays at or above IDR 19096623.39, protecting your IDR 15714100.00 minimum through 2024-06-03."
request_158,202647.40,not_affordable,not_recommended,none,,none,Do not proceed by 2025-10-02: no accepted payment arrangement completes the full request while protecting your INR 131400.00 minimum for 90 days. Safe capacity today is INR 202647.40.
request_159,0.00,not_affordable,not_recommended,none,,none,Do not proceed by 2026-03-20: no accepted payment arrangement completes the full request while protecting your ZAR 8700.00 minimum for 90 days. Safe capacity today is ZAR 0.00.
request_160,577.16,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,"Pay EUR 432.05 on 2024-06-13; EUR 432.05 on 2024-07-14; EUR 432.05 on 2024-08-14. Forecast balance stays at or above EUR 1345.11, protecting your EUR 1200.00 minimum through 2024-09-04."
request_161,5512301.41,affordable_later,wait,2026-01-15:21204000.00,2026-01-15,none,"Pay IDR 21204000.00 on 2026-01-15. Forecast balance stays at or above IDR 28522701.41, protecting your IDR 23010400.00 minimum through 2026-02-01."
request_162,1435257.21,not_affordable,not_recommended,none,,none,Do not proceed by 2026-08-26: no accepted payment arrangement completes the full request while protecting your IDR 24161100.00 minimum for 90 days. Safe capacity today is IDR 1435257.21.
request_163,8013526.18,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-09-15,none,"Pay IDR 6692053.33 on 2024-09-10; IDR 6692053.33 on 2024-10-11; IDR 6692053.33 on 2024-11-11. Forecast balance stays at or above IDR 28050172.85, protecting your IDR 26728700.00 minimum through 2024-12-06."
request_164,27018000.00,affordable_with_plan,installments,2025-02-11:9366240.00|2025-03-11:9366240.00|2025-04-08:9366240.00,2025-02-04,none,"Pay IDR 9366240.00 on 2025-02-11; IDR 9366240.00 on 2025-03-11; IDR 9366240.00 on 2025-04-08. Forecast balance stays at or above IDR 50035595.01, protecting your IDR 29550500.00 minimum through 2025-05-05."
request_165,63959.76,affordable_with_plan,full_payment,2026-04-06:80600.00,,stop:event_15134|stop:event_15135|reduce_to:event_15173:1875.00,"Stop Cloud storage plan. Stop Video streaming plan. Reduce Quick-service meal to INR 1875.00. Pay INR 80600.00 on 2026-04-06. Forecast balance stays at or above INR 95918.44, protecting your INR 95000.00 minimum through 2026-07-05."
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Pay USD 1007.97 on 2024-12-03; USD 1007.97 on 2025-01-03; USD 1007.97 on 2025-02-03. Forecast balance stays at or above USD 3704.45, protecting your USD 1700.00 minimum through 2025-03-03."
request_167,43802.00,affordable_now,full_payment,2025-05-05:43802.00,2025-05-05,none,"Pay ZAR 43802.00 on 2025-05-05. Forecast balance stays at or above ZAR 36754.24, protecting your ZAR 31200.00 minimum through 2025-08-03."
request_168,28161.89,affordable_with_plan,partial_payment,2026-01-07:28161.89|2026-02-15:21218.11,2026-02-15,none,"Pay INR 28161.89 on 2026-01-07; INR 21218.11 on 2026-02-15. Forecast balance stays at or above INR 114400.00, protecting your INR 114400.00 minimum through 2026-04-07."
request_169,41976.00,affordable_now,full_payment,2024-03-04:41976.00,2024-03-04,none,"Pay ZAR 41976.00 on 2024-03-04. Forecast balance stays at or above ZAR 23497.28, protecting your ZAR 18700.00 minimum through 2024-06-02."
request_170,30241385.40,affordable_with_plan,installments,2025-08-06:12804480.00|2025-09-03:12804480.00|2025-10-01:12804480.00,2025-09-15,none,"Pay IDR 12804480.00 on 2025-08-06; IDR 12804480.00 on 2025-09-03; IDR 12804480.00 on 2025-10-01. Forecast balance stays at or above IDR 26684459.97, protecting your IDR 24715800.00 minimum through 2025-11-04."
request_171,37.42,not_affordable,not_recommended,none,,none,Do not proceed by 2026-09-10: no accepted payment arrangement completes the full request while protecting your EUR 500.00 minimum for 90 days. Safe capacity today is EUR 37.42.
request_172,9236.94,affordable_with_plan,partial_payment,2024-06-05:9236.94|2024-06-15:963.06,2024-06-15,none,"Pay ZAR 9236.94 on 2024-06-05; ZAR 963.06 on 2024-06-15. Forecast balance stays at or above ZAR 27200.00, protecting your ZAR 27200.00 minimum through 2024-09-03."
request_173,54857.68,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2026-01-15,reduce_to:event_15864:1272.00,"Reduce Household shopping to INR 1272.00. Pay INR 39173.33 on 2025-11-21; INR 39173.33 on 2025-12-19; INR 39173.33 on 2026-01-16. Forecast balance stays at or above INR 82611.36, protecting your INR 79100.00 minimum through 2026-02-05."
request_174,1067.10,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,,reduce_to:event_15976:16.80|reduce_to:event_16013:12.50,"Reduce Household shopping to EUR 16.80. Reduce Bakery and snacks to EUR 12.50. Pay EUR 397.35 on 2026-04-04; EUR 397.35 on 2026-05-04; EUR 397.35 on 2026-06-03. Forecast balance stays at or above EUR 711.61, protecting your EUR 700.00 minimum through 2026-07-03."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"Pay EUR 2346.30 on 2024-09-06. Forecast balance stays at or above EUR 1889.49, protecting your EUR 1700.00 minimum through 2024-12-05."
request_176,369.48,not_affordable,not_recommended,none,,none,Do not proceed by 2025-02-27: no accepted payment arrangement completes the full request while protecting your EUR 600.00 minimum for 90 days. Safe capacity today is EUR 369.48.
request_177,1017.60,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,"Pay USD 1017.60 on 2026-01-05. Forecast balance stays at or above USD 1378.09, protecting your USD 1300.00 minimum through 2026-04-05."
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Pay EUR 1018.54 on 2024-12-07; EUR 1018.54 on 2025-01-07; EUR 1018.54 on 2025-02-07. Forecast balance stays at or above EUR 3409.10, protecting your EUR 1400.00 minimum through 2025-03-07."
request_179,5550354.84,affordable_later,wait,2025-07-15:41648000.00,2025-07-15,none,"Pay IDR 41648000.00 on 2025-07-15. Forecast balance stays at or above IDR 46981154.84, protecting your IDR 41430800.00 minimum through 2025-08-02."
request_180,66500.00,affordable_now,full_payment,2026-07-06:66500.00,2026-07-06,none,"Pay INR 66500.00 on 2026-07-06. Forecast balance stays at or above INR 47481.20, protecting your INR 37300.00 minimum through 2026-10-04."
request_181,210.55,not_affordable,not_recommended,none,,none,Do not proceed by 2024-04-07: no accepted payment arrangement completes the full request while protecting your USD 2000.00 minimum for 90 days. Safe capacity today is USD 210.55.
request_182,65714.00,affordable_now,full_payment,2025-08-05:65714.00,2025-08-05,none,"Pay ZAR 65714.00 on 2025-08-05. Forecast balance stays at or above ZAR 40396.47, protecting your ZAR 31100.00 minimum through 2025-11-03."
request_183,22900123.93,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-05-15,reduce_to:event_16815:365560.00,"Reduce Household shopping to IDR 365560.00. Pay IDR 9313546.67 on 2026-04-10; IDR 9313546.67 on 2026-05-10; IDR 9313546.67 on 2026-06-09. Forecast balance stays at or above IDR 13060334.19, protecting your IDR 11878300.00 minimum through 2026-07-06."
request_184,8442.90,not_affordable,not_recommended,none,,none,Do not proceed by 2024-07-30: no accepted payment arrangement completes the full request while protecting your INR 110800.00 minimum for 90 days. Safe capacity today is INR 8442.90.
request_185,325.78,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Pay EUR 1257.30 on 2026-01-15. Forecast balance stays at or above EUR 1379.68, protecting your EUR 1300.00 minimum through 2026-02-04."
request_186,3053.06,affordable_later,wait,2026-03-15:26554.00,2026-03-15,none,"Pay ZAR 26554.00 on 2026-03-15. Forecast balance stays at or above ZAR 22481.59, protecting your ZAR 22000.00 minimum through 2026-04-03."
request_187,38016.22,affordable_later,wait,2024-11-15:187500.00,2024-11-15,none,"Pay INR 187500.00 on 2024-11-15. Forecast balance stays at or above INR 166316.22, protecting your INR 128300.00 minimum through 2024-12-04."
request_188,106.88,not_affordable,not_recommended,none,,none,Do not proceed by 2025-03-04: no accepted payment arrangement completes the full request while protecting your EUR 900.00 minimum for 90 days. Safe capacity today is EUR 106.88.
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,"Pay EUR 488.40 on 2026-07-04. Forecast balance stays at or above EUR 475.19, protecting your EUR 400.00 minimum through 2026-10-02."
request_190,432.49,affordable_with_plan,wait,2025-02-15:2557.50,,reduce_to:event_17577:37.50,"Reduce Coffee shop to EUR 37.50. Pay EUR 2557.50 on 2025-02-15. Forecast balance stays at or above EUR 1889.06, protecting your EUR 1600.00 minimum through 2025-03-06."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,"Pay EUR 664.40 on 2025-05-03. Forecast balance stays at or above EUR 602.64, protecting your EUR 500.00 minimum through 2025-08-01."
request_192,121.56,not_affordable,not_recommended,none,,none,Do not proceed by 2026-05-11: no accepted payment arrangement completes the full request while protecting your USD 1000.00 minimum for 90 days. Safe capacity today is USD 121.56.
request_193,28.34,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Pay EUR 420.23 on 2024-03-21; EUR 420.23 on 2024-04-21; EUR 420.23 on 2024-05-22. Forecast balance stays at or above EUR 1028.34, protecting your EUR 1000.00 minimum through 2024-06-05."
request_194,33237.11,affordable_later,wait,2025-10-23:132800.00,2025-10-23,none,"Pay INR 132800.00 on 2025-10-23. Forecast balance stays at or above INR 146837.11, protecting your INR 113600.00 minimum through 2025-11-02."
request_195,970.56,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-02-15,none,"Pay EUR 405.74 on 2026-01-09; EUR 405.74 on 2026-02-08; EUR 405.74 on 2026-03-10. Forecast balance stays at or above EUR 730.26, protecting your EUR 700.00 minimum through 2026-04-06."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,"Pay EUR 762.30 on 2024-06-03. Forecast balance stays at or above EUR 647.26, protecting your EUR 500.00 minimum through 2024-09-01."
request_197,50939000.00,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Pay IDR 17658853.33 on 2025-11-19; IDR 17658853.33 on 2025-12-17; IDR 17658853.33 on 2026-01-14. Forecast balance stays at or above IDR 26720785.52, protecting your IDR 26245900.00 minimum through 2026-02-03."
request_198,185800.00,affordable_now,full_payment,2026-07-07:185800.00,2026-07-07,none,"Pay INR 185800.00 on 2026-07-07. Forecast balance stays at or above INR 153309.53, protecting your INR 124300.00 minimum through 2026-10-05."
request_199,23674000.00,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Pay IDR 8206986.67 on 2024-09-07; IDR 8206986.67 on 2024-10-08; IDR 8206986.67 on 2024-11-08. Forecast balance stays at or above IDR 28486960.21, protecting your IDR 25359500.00 minimum through 2024-12-03."
request_200,21717000.00,affordable_now,full_payment,2025-02-06:21717000.00,2025-02-06,none,"Pay IDR 21717000.00 on 2025-02-06. Forecast balance stays at or above IDR 24278469.19, protecting your IDR 20114600.00 minimum through 2025-05-07."
request_201,22606094.08,affordable_with_plan,full_payment,2026-04-03:23997000.00,,stop:event_18492|stop:event_18493,"Stop Cloud storage plan. Stop Streaming subscription. Pay IDR 23997000.00 on 2026-04-03. Forecast balance stays at or above IDR 17335744.08, protecting your IDR 17304500.00 minimum through 2026-07-02."
request_202,123900.00,affordable_now,full_payment,2024-12-05:123900.00,2024-12-05,none,"Pay INR 123900.00 on 2024-12-05. Forecast balance stays at or above INR 166850.87, protecting your INR 147800.00 minimum through 2025-03-05."
request_203,1018.68,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,,stop:event_18662|reduce_to:event_18663:35.00|reduce_to:event_18728:38.00,"Stop Fitness club membership. Reduce Weekend entertainment to EUR 35.00. Reduce Weekend food delivery to EUR 38.00. Pay EUR 499.93 on 2025-05-10; EUR 499.93 on 2025-06-07; EUR 499.93 on 2025-07-05. Forecast balance stays at or above EUR 1421.32, protecting your EUR 1400.00 minimum through 2025-08-05."
request_204,493.95,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Pay EUR 588.74 on 2026-01-15. Forecast balance stays at or above EUR 1419.68, protecting your EUR 1300.00 minimum through 2026-04-04."
request_205,10621000.00,affordable_now,full_payment,2024-03-06:10621000.00,2024-03-06,none,"Pay IDR 10621000.00 on 2024-03-06. Forecast balance stays at or above IDR 15522010.67, protecting your IDR 13994300.00 minimum through 2024-06-04."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Pay EUR 486.96 on 2025-08-03; EUR 486.96 on 2025-08-31; EUR 486.96 on 2025-09-28. Forecast balance stays at or above EUR 1012.19, protecting your EUR 900.00 minimum through 2025-11-01."
request_207,4389.17,affordable_later,wait,2026-07-15:11830.00,2026-07-15,none,"Pay ZAR 11830.00 on 2026-07-15. Forecast balance stays at or above ZAR 15288.74, protecting your ZAR 13600.00 minimum through 2026-10-03."
request_208,3090213.24,affordable_later,wait,2024-06-15:4413000.00,2024-06-15,none,"Pay IDR 4413000.00 on 2024-06-15. Forecast balance stays at or above IDR 12593664.65, protecting your IDR 10470700.00 minimum through 2024-09-05."
request_209,1636.94,not_affordable,not_recommended,none,,none,Do not proceed by 2025-11-25: no accepted payment arrangement completes the full request while protecting your ZAR 18400.00 minimum for 90 days. Safe capacity today is ZAR 1636.94.
request_210,833.34,affordable_with_plan,partial_payment,2026-04-06:833.34|2026-04-15:526.68,2026-04-15,none,"Pay USD 833.34 on 2026-04-06; USD 526.68 on 2026-04-15. Forecast balance stays at or above USD 2000.00, protecting your USD 2000.00 minimum through 2026-07-05."
request_211,260.70,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Pay EUR 1788.60 on 2024-11-15. Forecast balance stays at or above EUR 1760.70, protecting your EUR 1500.00 minimum through 2024-12-02."
request_212,2403026.80,not_affordable,not_recommended,none,,none,Do not proceed by 2025-02-28: no accepted payment arrangement completes the full request while protecting your IDR 29579800.00 minimum for 90 days. Safe capacity today is IDR 2403026.80.
request_213,2182.32,not_affordable,not_recommended,none,,none,Do not proceed by 2026-03-22: no accepted payment arrangement completes the full request while protecting your USD 2100.00 minimum for 90 days. Safe capacity today is USD 2182.32.
request_214,34651.89,affordable_with_plan,partial_payment,2024-12-04:34651.89|2024-12-15:35098.11,2024-12-15,none,"Pay INR 34651.89 on 2024-12-04; INR 35098.11 on 2024-12-15. Forecast balance stays at or above INR 174900.00, protecting your INR 174900.00 minimum through 2025-03-04."
request_215,28517.10,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,,stop:event_19801|reduce_to:event_19802:271.70|reduce_to:event_19803:390.50,"Stop Delivery service plan. Reduce Community fitness plan to ZAR 271.70. Reduce Monthly entertainment spend to ZAR 390.50. Pay ZAR 10395.15 on 2025-05-09; ZAR 10395.15 on 2025-06-06; ZAR 10395.15 on 2025-07-04. Forecast balance stays at or above ZAR 16059.13, protecting your ZAR 15700.00 minimum through 2025-08-04."
request_216,396.78,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Pay USD 3332.40 on 2026-09-15. Forecast balance stays at or above USD 2196.78, protecting your USD 1800.00 minimum through 2026-10-01."
request_217,19784.14,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Pay ZAR 12889.07 on 2024-03-19; ZAR 12889.07 on 2024-04-19; ZAR 12889.07 on 2024-05-20. Forecast balance stays at or above ZAR 28680.76, protecting your ZAR 26800.00 minimum through 2024-06-03."
request_218,23196864.36,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Pay IDR 21195893.33 on 2025-08-07; IDR 21195893.33 on 2025-09-04; IDR 21195893.33 on 2025-10-02. Forecast balance stays at or above IDR 36478171.03, protecting your IDR 34477200.00 minimum through 2025-11-05."
request_219,0.00,not_affordable,not_recommended,none,,none,Do not proceed by 2026-06-13: no accepted payment arrangement completes the full request while protecting your EUR 1100.00 minimum for 90 days. Safe capacity today is EUR 0.00. New recurring childcare is confirmed but its amount is missing; affordability cannot be certified.
request_220,67.74,not_affordable,not_recommended,none,,none,Do not proceed by 2024-07-03: no accepted payment arrangement completes the full request while protecting your EUR 1100.00 minimum for 90 days. Safe capacity today is EUR 67.74.
request_221,109800.00,affordable_now,full_payment,2025-11-03:109800.00,2025-11-03,none,"Pay INR 109800.00 on 2025-11-03. Forecast balance stays at or above INR 97413.36, protecting your INR 81500.00 minimum through 2026-02-01."
request_222,34078.00,affordable_now,full_payment,2026-01-05:34078.00,2026-01-05,none,"Pay ZAR 34078.00 on 2026-01-05. Forecast balance stays at or above ZAR 60685.77, protecting your ZAR 27300.00 minimum through 2026-04-05."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,"Pay EUR 898.70 on 2024-09-07. Forecast balance stays at or above EUR 995.70, protecting your EUR 800.00 minimum through 2024-12-06."
request_224,8562904.11,affordable_with_plan,partial_payment,2025-02-04:8562904.11|2025-02-15:1764095.89,2025-02-15,none,"Pay IDR 8562904.11 on 2025-02-04; IDR 1764095.89 on 2025-02-15. Forecast balance stays at or above IDR 22187600.00, protecting your IDR 22187600.00 minimum through 2025-05-05."
request_225,9600043.61,affordable_with_plan,installments,2026-07-20:7647120.00|2026-08-19:7647120.00|2026-09-18:7647120.00,2026-09-15,reduce_to:event_20649:314450.00,"Reduce Streaming subscription to IDR 314450.00. Pay IDR 7647120.00 on 2026-07-20; IDR 7647120.00 on 2026-08-19; IDR 7647120.00 on 2026-09-18. Forecast balance stays at or above IDR 18310257.73, protecting your IDR 17670700.00 minimum through 2026-10-04."
request_226,157000.00,affordable_now,full_payment,2024-12-03:157000.00,2024-12-03,none,"Pay INR 157000.00 on 2024-12-03. Forecast balance stays at or above INR 236140.14, protecting your INR 209400.00 minimum through 2025-03-03."
request_227,6957.33,not_affordable,not_recommended,none,,none,Do not proceed by 2025-06-20: no accepted payment arrangement completes the full request while protecting your INR 62900.00 minimum for 90 days. Safe capacity today is INR 6957.33.
request_228,1670427.66,not_affordable,not_recommended,none,,none,Do not proceed by 2026-04-30: no accepted payment arrangement completes the full request while protecting your IDR 26191200.00 minimum for 90 days. Safe capacity today is IDR 1670427.66.
request_229,435.21,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Pay EUR 529.29 on 2024-03-18; EUR 529.29 on 2024-04-18; EUR 529.29 on 2024-05-19. Forecast balance stays at or above EUR 1066.01, protecting your EUR 1000.00 minimum through 2024-06-02."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3537.60 on 2025-08-06. Forecast balance stays at or above EUR 3967.81, protecting your EUR 2000.00 minimum through 2025-11-04."
request_231,30886.53,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-15,reduce_to:event_21305:845.90,"Reduce Quick-service meal to ZAR 845.90. Pay ZAR 12378.08 on 2026-01-06; ZAR 12378.08 on 2026-02-05; ZAR 12378.08 on 2026-03-07. Forecast balance stays at or above ZAR 31995.89, protecting your ZAR 24300.00 minimum through 2026-04-03."
request_232,495.26,affordable_with_plan,wait,2024-08-15:1970.10,,reduce_to:event_21408:50.00,"Reduce Neighbourhood restaurant to EUR 50.00. Pay EUR 1970.10 on 2024-08-15. Forecast balance stays at or above EUR 2445.25, protecting your EUR 2400.00 minimum through 2024-09-03."
request_233,3756175.16,affordable_with_plan,partial_payment,2025-11-07:3756175.16|2025-11-15:2484824.84,2025-11-15,none,"Pay IDR 3756175.16 on 2025-11-07; IDR 2484824.84 on 2025-11-15. Forecast balance stays at or above IDR 10365700.00, protecting your IDR 10365700.00 minimum through 2026-02-05."
request_234,181.69,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Pay EUR 1213.30 on 2026-09-15. Forecast balance stays at or above EUR 881.69, protecting your EUR 700.00 minimum through 2026-10-02."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,"Pay USD 967.20 on 2024-09-06. Forecast balance stays at or above USD 814.74, protecting your USD 700.00 minimum through 2024-12-05."
request_236,5111181.53,not_affordable,not_recommended,none,,none,Do not proceed by 2025-02-23: no accepted payment arrangement completes the full request while protecting your IDR 16768600.00 minimum for 90 days. Safe capacity today is IDR 5111181.53.
request_237,22279202.68,affordable_with_plan,full_payment,2026-04-05:23826000.00,,reduce_to:event_21813:548720.00,"Reduce Clothing and household items to IDR 548720.00. Pay IDR 23826000.00 on 2026-04-05. Forecast balance stays at or above IDR 22999451.22, protecting your IDR 22431500.00 minimum through 2026-07-04."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Pay USD 230.05 on 2024-12-07; USD 230.05 on 2025-01-07; USD 230.05 on 2025-02-07. Forecast balance stays at or above USD 1404.71, protecting your USD 700.00 minimum through 2025-03-07."
request_239,607.50,affordable_later,wait,2025-05-15:642.00,2025-05-15,none,"Pay USD 642.00 on 2025-05-15. Forecast balance stays at or above USD 644.90, protecting your USD 600.00 minimum through 2025-08-02."
